occurtime,power
2020-12-10 00:00:00,882.5600000000001
2020-12-10 01:00:00,873.44
2020-12-10 02:00:00,897.76
2020-12-10 03:00:00,1310.64
2020-12-10 04:00:00,1521.35
2020-12-10 05:00:00,1107.2800000000002
2020-12-10 06:00:00,864.48
2020-12-10 07:00:00,502.64
2020-12-10 08:00:00,1167.12
2020-12-10 09:00:00,618.16
2020-12-10 10:00:00,1020.6400000000001
2020-12-10 11:00:00,939.2
2020-12-10 12:00:00,628.96
2020-12-10 13:00:00,764.3199999999999
2020-12-10 14:00:00,645.52
2020-12-10 15:00:00,1151.52
2020-12-10 16:00:00,986.3999999999999
2020-12-10 17:00:00,790.24
2020-12-10 18:00:00,976.96
2020-12-10 19:00:00,734.96
2020-12-10 20:00:00,994.8
2020-12-10 21:00:00,748.7199999999999
2020-12-10 22:00:00,879.0400000000001
2020-12-10 23:00:00,973.68
2020-12-11 00:00:00,726.0
2020-12-11 01:00:00,894.0800000000002
2020-12-11 02:00:00,1621.4499999999998
2020-12-11 03:00:00,1512.24
2020-12-11 04:00:00,618.1600000000001
2020-12-11 05:00:00,878.88
2020-12-11 06:00:00,734.64
2020-12-11 07:00:00,848.0
2020-12-11 08:00:00,249.76
2020-12-11 09:00:00,0.0
2020-12-11 10:00:00,0.0
2020-12-11 11:00:00,0.0
2020-12-11 12:00:00,520.56
2020-12-11 13:00:00,769.76
2020-12-11 14:00:00,903.1200000000001
2020-12-11 15:00:00,502.24
2020-12-11 16:00:00,620.0
2020-12-11 17:00:00,883.5999999999999
2020-12-11 18:00:00,626.48
2020-12-11 19:00:00,879.84
2020-12-11 20:00:00,628.08
2020-12-11 21:00:00,638.88
2020-12-11 22:00:00,762.0799999999999
2020-12-11 23:00:00,746.4
2020-12-12 00:00:00,497.28000000000003
2020-12-12 01:00:00,883.1999999999999
2020-12-12 02:00:00,1309.04
2020-12-12 03:00:00,1281.33
2020-12-12 04:00:00,989.6000000000001
2020-12-12 05:00:00,859.76
2020-12-12 06:00:00,751.6800000000001
2020-12-12 07:00:00,624.96
2020-12-12 08:00:00,1189.9199999999998
2020-12-12 09:00:00,656.8800000000001
2020-12-12 10:00:00,1022.8799999999999
2020-12-12 11:00:00,794.9599999999999
2020-12-12 12:00:00,750.08
2020-12-12 13:00:00,921.04
2020-12-12 14:00:00,626.1600000000001
2020-12-12 15:00:00,748.8
2020-12-12 16:00:00,755.12
2020-12-12 17:00:00,643.04
2020-12-12 18:00:00,1147.8400000000001
2020-12-12 19:00:00,656.88
2020-12-12 20:00:00,860.3199999999999
2020-12-12 21:00:00,905.28
2020-12-12 22:00:00,496.0
2020-12-12 23:00:00,987.2800000000001
2020-12-13 00:00:00,900.6400000000001
2020-12-13 01:00:00,492.56
2020-12-13 02:00:00,760.24
2020-12-13 03:00:00,1288.3099999999997
2020-12-13 04:00:00,1581.04
2020-12-13 05:00:00,893.6799999999998
2020-12-13 06:00:00,868.8000000000001
2020-12-13 07:00:00,374.96
2020-12-13 08:00:00,758.8800000000001
2020-12-13 09:00:00,772.88
2020-12-13 10:00:00,754.0799999999999
2020-12-13 11:00:00,1165.76
2020-12-13 12:00:00,765.28
2020-12-13 13:00:00,1008.8
2020-12-13 14:00:00,656.64
2020-12-13 15:00:00,745.8399999999999
2020-12-13 16:00:00,757.36
2020-12-13 17:00:00,654.8800000000001
2020-12-13 18:00:00,1058.3200000000002
2020-12-13 19:00:00,1001.0399999999998
2020-12-13 20:00:00,1153.28
2020-12-13 21:00:00,1122.32
2020-12-13 22:00:00,982.9599999999999
2020-12-13 23:00:00,1111.6
2020-12-14 00:00:00,1061.68
2020-12-14 01:00:00,1663.28
2020-12-14 02:00:00,1563.7599999999998
2020-12-14 03:00:00,962.3199999999999
2020-12-14 04:00:00,1114.32
2020-12-14 05:00:00,1105.04
2020-12-14 06:00:00,730.08
2020-12-14 07:00:00,1020.3999999999999
2020-12-14 08:00:00,749.44
2020-12-14 09:00:00,883.04
2020-12-14 10:00:00,622.56
2020-12-14 11:00:00,914.88
2020-12-14 12:00:00,781.6
2020-12-14 13:00:00,993.4399999999999
2020-12-14 14:00:00,757.36
2020-12-14 15:00:00,1004.6399999999999
2020-12-14 16:00:00,620.0799999999999
2020-12-14 17:00:00,947.2
2020-12-14 18:00:00,759.2
2020-12-14 19:00:00,839.4399999999999
2020-12-14 20:00:00,728.4000000000001
2020-12-14 21:00:00,966.1600000000001
2020-12-14 22:00:00,858.8799999999999
2020-12-14 23:00:00,1337.1200000000001
2020-12-15 00:00:00,1474.9199999999998
2020-12-15 01:00:00,967.52
2020-12-15 02:00:00,1019.5199999999998
2020-12-15 03:00:00,871.52
2020-12-15 04:00:00,617.8399999999999
2020-12-15 05:00:00,847.9999999999999
2020-12-15 06:00:00,1030.72
2020-12-15 07:00:00,498.88
2020-12-15 08:00:00,874.88
2020-12-15 09:00:00,906.4
2020-12-15 10:00:00,509.76
2020-12-15 11:00:00,742.0799999999999
2020-12-15 12:00:00,1008.8800000000001
2020-12-15 13:00:00,615.52
2020-12-15 14:00:00,865.68
2020-12-15 15:00:00,990.64
2020-12-15 16:00:00,754.88
2020-12-15 17:00:00,747.9200000000001
2020-12-15 18:00:00,996.3999999999999
2020-12-15 19:00:00,626.48
2020-12-15 20:00:00,1124.5600000000002
2020-12-15 21:00:00,729.44
2020-12-15 22:00:00,860.1600000000001
2020-12-15 23:00:00,1686.5199999999998
2020-12-16 00:00:00,1495.68
2020-12-16 01:00:00,721.76
2020-12-16 02:00:00,1002.64
2020-12-16 03:00:00,777.8399999999999
2020-12-16 04:00:00,1138.8000000000002
2020-12-16 05:00:00,620.56
2020-12-16 06:00:00,492.15999999999997
2020-12-16 07:00:00,884.32
2020-12-16 08:00:00,763.44
2020-12-16 09:00:00,624.1600000000001
2020-12-16 10:00:00,884.48
2020-12-16 11:00:00,760.64
2020-12-16 12:00:00,743.76
2020-12-16 13:00:00,755.44
2020-12-16 14:00:00,615.5999999999999
2020-12-16 15:00:00,1018.24
2020-12-16 16:00:00,629.6
2020-12-16 17:00:00,734.24
2020-12-16 18:00:00,864.64
2020-12-16 19:00:00,610.72
2020-12-16 20:00:00,985.0400000000001
2020-12-16 21:00:00,731.84
2020-12-16 22:00:00,1128.32
2020-12-16 23:00:00,1733.4799999999996
2020-12-17 00:00:00,1524.48
2020-12-17 01:00:00,743.44
2020-12-17 02:00:00,749.44
2020-12-17 03:00:00,610.1600000000001
2020-12-17 04:00:00,759.76
2020-12-17 05:00:00,359.6
2020-12-17 06:00:00,870.0000000000001
2020-12-17 07:00:00,886.5600000000001
2020-12-17 08:00:00,772.8
2020-12-17 09:00:00,751.2
2020-12-17 10:00:00,755.3600000000001
2020-12-17 11:00:00,500.16
2020-12-17 12:00:00,780.48
2020-12-17 13:00:00,894.24
2020-12-17 14:00:00,749.76
2020-12-17 15:00:00,642.5600000000001
2020-12-17 16:00:00,907.6
2020-12-17 17:00:00,759.0400000000001
2020-12-17 18:00:00,1130.6399999999999
2020-12-17 19:00:00,988.9599999999999
2020-12-17 20:00:00,1078.64
2020-12-17 21:00:00,722.96
2020-12-17 22:00:00,1559.3899999999999
2020-12-17 23:00:00,1621.3600000000001
2020-12-18 00:00:00,1074.8
2020-12-18 01:00:00,847.44
2020-12-18 02:00:00,744.96
2020-12-18 03:00:00,721.2800000000001
2020-12-18 04:00:00,748.72
2020-12-18 05:00:00,635.9200000000001
2020-12-18 06:00:00,726.64
2020-12-18 07:00:00,1053.76
2020-12-18 08:00:00,648.96
2020-12-18 09:00:00,926.3199999999999
2020-12-18 10:00:00,1041.8400000000001
2020-12-18 11:00:00,500.88
2020-12-18 12:00:00,870.32
2020-12-18 13:00:00,872.7199999999999
2020-12-18 14:00:00,638.24
2020-12-18 15:00:00,1003.6800000000001
2020-12-18 16:00:00,503.6
2020-12-18 17:00:00,867.3600000000001
2020-12-18 18:00:00,767.2
2020-12-18 19:00:00,724.08
2020-12-18 20:00:00,1017.44
2020-12-18 21:00:00,998.0
2020-12-18 22:00:00,1830.08
2020-12-18 23:00:00,1499.3600000000001
2020-12-19 00:00:00,637.8399999999999
2020-12-19 01:00:00,1131.84
2020-12-19 02:00:00,626.64
2020-12-19 03:00:00,1014.8000000000002
2020-12-19 04:00:00,740.0
2020-12-19 05:00:00,996.4799999999999
2020-12-19 06:00:00,646.8000000000001
2020-12-19 07:00:00,997.1999999999999
2020-12-19 08:00:00,776.16
2020-12-19 09:00:00,627.52
2020-12-19 10:00:00,1038.88
2020-12-19 11:00:00,631.44
2020-12-19 12:00:00,506.08000000000004
2020-12-19 13:00:00,984.64
2020-12-19 14:00:00,883.12
2020-12-19 15:00:00,484.8
2020-12-19 16:00:00,856.9599999999999
2020-12-19 17:00:00,733.28
2020-12-19 18:00:00,610.1600000000001
2020-12-19 19:00:00,627.4399999999999
2020-12-19 20:00:00,714.16
2020-12-19 21:00:00,674.88
2020-12-19 22:00:00,1837.54
2020-12-19 23:00:00,1149.44
2020-12-20 00:00:00,731.12
2020-12-20 01:00:00,527.28
2020-12-20 02:00:00,774.8
2020-12-20 03:00:00,896.3199999999999
2020-12-20 04:00:00,635.52
2020-12-20 05:00:00,648.0
2020-12-20 06:00:00,882.8
2020-12-20 07:00:00,1023.8399999999999
2020-12-20 08:00:00,753.0400000000001
2020-12-20 09:00:00,880.5600000000001
2020-12-20 10:00:00,1008.3199999999999
2020-12-20 11:00:00,621.52
2020-12-20 12:00:00,639.04
2020-12-20 13:00:00,1142.1599999999999
2020-12-20 14:00:00,624.64
2020-12-20 15:00:00,732.96
2020-12-20 16:00:00,857.2800000000001
2020-12-20 17:00:00,638.96
2020-12-20 18:00:00,1003.4399999999999
2020-12-20 19:00:00,995.3600000000001
2020-12-20 20:00:00,1143.76
2020-12-20 21:00:00,1690.8600000000001
2020-12-20 22:00:00,1547.1999999999998
2020-12-20 23:00:00,1111.6799999999998
2020-12-21 00:00:00,1121.68
2020-12-21 01:00:00,745.52
2020-12-21 02:00:00,885.9200000000001
2020-12-21 03:00:00,888.9599999999999
2020-12-21 04:00:00,970.88
2020-12-21 05:00:00,651.12
2020-12-21 06:00:00,1149.76
2020-12-21 07:00:00,755.04
2020-12-21 08:00:00,923.68
2020-12-21 09:00:00,1016.88
2020-12-21 10:00:00,628.0
2020-12-21 11:00:00,1017.76
2020-12-21 12:00:00,745.1199999999999
2020-12-21 13:00:00,902.56
2020-12-21 14:00:00,834.4
2020-12-21 15:00:00,765.76
2020-12-21 16:00:00,992.88
2020-12-21 17:00:00,1106.2400000000002
2020-12-21 18:00:00,1631.3399999999997
2020-12-21 19:00:00,1520.24
2020-12-21 20:00:00,842.24
2020-12-21 21:00:00,864.0
2020-12-21 22:00:00,991.6800000000001
2020-12-21 23:00:00,617.2
2020-12-22 00:00:00,861.0400000000001
2020-12-22 01:00:00,904.56
2020-12-22 02:00:00,901.5200000000001
2020-12-22 03:00:00,850.48
2020-12-22 04:00:00,871.44
2020-12-22 05:00:00,614.16
2020-12-22 06:00:00,870.8800000000001
2020-12-22 07:00:00,885.84
2020-12-22 08:00:00,1152.8799999999999
2020-12-22 09:00:00,620.48
2020-12-22 10:00:00,993.4399999999999
2020-12-22 11:00:00,867.6
2020-12-22 12:00:00,888.24
2020-12-22 13:00:00,735.28
2020-12-22 14:00:00,880.2399999999999
2020-12-22 15:00:00,841.4399999999999
2020-12-22 16:00:00,1469.44
2020-12-22 17:00:00,1416.28
2020-12-22 18:00:00,1122.56
2020-12-22 19:00:00,945.1999999999999
2020-12-22 20:00:00,727.68
2020-12-22 21:00:00,766.96
2020-12-22 22:00:00,854.2400000000001
2020-12-22 23:00:00,899.52
2020-12-23 00:00:00,846.72
2020-12-23 01:00:00,890.1600000000001
2020-12-23 02:00:00,1001.92
2020-12-23 03:00:00,624.24
2020-12-23 04:00:00,1009.44
2020-12-23 05:00:00,758.88
2020-12-23 06:00:00,860.64
2020-12-23 07:00:00,781.1199999999999
2020-12-23 08:00:00,743.6800000000001
2020-12-23 09:00:00,872.8800000000001
2020-12-23 10:00:00,628.8000000000001
2020-12-23 11:00:00,999.0400000000001
2020-12-23 12:00:00,647.36
2020-12-23 13:00:00,728.32
2020-12-23 14:00:00,734.96
2020-12-23 15:00:00,1155.52
2020-12-23 16:00:00,1469.0
2020-12-23 17:00:00,1119.9199999999998
2020-12-23 18:00:00,1027.28
2020-12-23 19:00:00,870.24
2020-12-23 20:00:00,902.48
2020-12-23 21:00:00,764.88
2020-12-23 22:00:00,862.4799999999999
2020-12-23 23:00:00,896.0
2020-12-24 00:00:00,485.84
2020-12-24 01:00:00,985.8400000000001
2020-12-24 02:00:00,890.9599999999999
2020-12-24 03:00:00,662.1600000000001
2020-12-24 04:00:00,976.4
2020-12-24 05:00:00,865.12
2020-12-24 06:00:00,746.5600000000001
2020-12-24 07:00:00,901.8399999999999
2020-12-24 08:00:00,767.9200000000001
2020-12-24 09:00:00,781.2
2020-12-24 10:00:00,626.8
2020-12-24 11:00:00,896.8000000000001
2020-12-24 12:00:00,512.96
2020-12-24 13:00:00,747.5999999999999
2020-12-24 14:00:00,881.28
2020-12-24 15:00:00,1163.92
2020-12-24 16:00:00,1444.9699999999998
2020-12-24 17:00:00,1118.72
2020-12-24 18:00:00,743.6
2020-12-24 19:00:00,976.56
2020-12-24 20:00:00,611.76
2020-12-24 21:00:00,485.12000000000006
2020-12-24 22:00:00,738.6399999999999
2020-12-24 23:00:00,991.6800000000001
2020-12-25 00:00:00,751.9200000000001
2020-12-25 01:00:00,867.6
2020-12-25 02:00:00,894.16
2020-12-25 03:00:00,610.32
2020-12-25 04:00:00,757.12
2020-12-25 05:00:00,863.8399999999999
2020-12-25 06:00:00,748.4000000000001
2020-12-25 07:00:00,493.36
2020-12-25 08:00:00,760.4000000000001
2020-12-25 09:00:00,906.32
2020-12-25 10:00:00,635.36
2020-12-25 11:00:00,498.72
2020-12-25 12:00:00,762.16
2020-12-25 13:00:00,739.84
2020-12-25 14:00:00,490.88
2020-12-25 15:00:00,605.6
2020-12-25 16:00:00,888.24
2020-12-25 17:00:00,928.64
2020-12-25 18:00:00,1696.9800000000002
2020-12-25 19:00:00,1243.44
2020-12-25 20:00:00,867.2
2020-12-25 21:00:00,742.24
2020-12-25 22:00:00,618.32
2020-12-25 23:00:00,871.2
2020-12-26 00:00:00,745.3599999999999
2020-12-26 01:00:00,868.0799999999999
2020-12-26 02:00:00,1029.44
2020-12-26 03:00:00,793.2800000000001
2020-12-26 04:00:00,520.0
2020-12-26 05:00:00,755.76
2020-12-26 06:00:00,761.6799999999998
2020-12-26 07:00:00,504.56000000000006
2020-12-26 08:00:00,885.44
2020-12-26 09:00:00,776.24
2020-12-26 10:00:00,504.79999999999995
2020-12-26 11:00:00,757.6
2020-12-26 12:00:00,758.9599999999999
2020-12-26 13:00:00,645.4399999999999
2020-12-26 14:00:00,871.84
2020-12-26 15:00:00,788.0800000000002
2020-12-26 16:00:00,491.03999999999996
2020-12-26 17:00:00,879.28
2020-12-26 18:00:00,1296.6399999999999
2020-12-26 19:00:00,1565.17
2020-12-26 20:00:00,837.6
2020-12-26 21:00:00,1022.72
2020-12-26 22:00:00,500.8
2020-12-26 23:00:00,1003.9999999999999
